City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI
Delhi,04-11-2019,272.3,386.16,44.53,1.47,11.68,36.82,532
Delhi,05-11-2019,190.41,296.98,44.32,1.43,13.17,39.23,385
Delhi,06-11-2019,101.09,207.19,54.77,1.52,11.58,29.77,265
Delhi,07-11-2019,182.47,292.56,51.64,1.58,11.95,23.72,296
Delhi,08-11-2019,154.14,253.44,52.79,1.68,14.04,32.33,346
Delhi,09-11-2019,140.8,230.5,44.01,1.34,11.58,30.42,321
Delhi,10-11-2019,192.35,296.44,50.35,1.44,13.95,38.5,339
Delhi,11-11-2019,252.48,380.54,61.36,1.79,15.18,42.35,376
Delhi,12-11-2019,384.34,529.59,66.1,2.25,14.41,48.8,475
Delhi,13-11-2019,383.36,541.19,73.6,2.5,15.12,39.52,532
Delhi,14-11-2019,371.42,545.66,82.63,2.92,16.26,26.54,537
Delhi,15-11-2019,423.52,576.12,59.35,2.35,14.14,37.71,595
Delhi,16-11-2019,174.03,293,42.35,1.34,12.89,31.94,438
Delhi,17-11-2019,96.34,165.5,33.78,0.92,10.78,27.01,273
Delhi,18-11-2019,108.4,181.67,40.05,1.26,10.55,30.33,245
Delhi,19-11-2019,126.92,218.13,52.79,1.6,12.05,31.56,251
Delhi,20-11-2019,175.19,295.47,77.62,2.21,14.74,38.99,315
Delhi,21-11-2019,217.7,363.77,91.65,3,19.85,48.43,375
Delhi,22-11-2019,201.17,332.6,75.08,2.4,16.02,41.54,377
Delhi,23-11-2019,130.41,224.14,52.7,1.3,11.64,25.58,334
Delhi,24-11-2019,107.86,178.21,43.51,1.01,11.35,29.6,264
Delhi,25-11-2019,122.37,213.67,53.29,1.45,13.59,31.86,269
Delhi,26-11-2019,114.27,225.78,53.83,1.41,17.65,39.21,284
Delhi,27-11-2019,65.7,128.1,42.94,0.89,10.71,30.2,166
Delhi,28-11-2019,31.03,58.6,32.3,0.65,8.99,28.72,106
Delhi,29-11-2019,53.79,100.29,41.9,1.03,10.14,24.66,89
Delhi,30-11-2019,96.96,159.36,45.04,1.21,9.87,23.38,175
Delhi,01-12-2019,123.66,192.47,50.39,1.17,11.39,32.28,257
Delhi,02-12-2019,141.12,229.08,57.23,1.49,11.18,32.54,299
Delhi,03-12-2019,140.07,241.56,60.85,1.49,11.37,32.57,302
Delhi,04-12-2019,163.24,277.92,71.65,1.95,13.48,33.48,313
Delhi,05-12-2019,271.99,416.79,91.53,2.95,14.48,42.41,389
Delhi,06-12-2019,241.69,362.1,69.73,2.03,13.41,32.34,423
Delhi,07-12-2019,233.79,348.44,66.41,2.32,15.4,33.69,382
Delhi,08-12-2019,239.98,355.16,68.59,2.88,13.69,32.51,404
Delhi,09-12-2019,200.33,311.58,68.28,2.32,12.34,29.47,371
Delhi,10-12-2019,236.4,363.3,72.63,2.41,12.49,38.14,377
Delhi,11-12-2019,299.85,452.65,85.56,3.2,14.71,41.46,430
Delhi,12-12-2019,284.18,412.59,64.36,2.01,12.61,44.13,471
Delhi,13-12-2019,94.62,124.26,41.21,1.14,7.9,29.14,322
Delhi,14-12-2019,78.59,128.36,41.29,1.18,9.04,22.94,179
Delhi,15-12-2019,94.67,151.57,39.9,1.15,8.5,22.96,205
Delhi,16-12-2019,88.05,133.11,35.06,1.04,7.17,22.1,202
Delhi,17-12-2019,93.07,140.23,32.7,1.07,7.26,24.27,178
Delhi,18-12-2019,144,214.88,44.41,1.24,7.98,32.08,273
Delhi,19-12-2019,261.16,385.13,55.64,1.92,9.64,28.22,354
Delhi,20-12-2019,316.09,449.06,60.58,2.16,9.92,29.05,452
Delhi,21-12-2019,249.87,353.94,50.24,1.71,8.52,23.62,441
Delhi,22-12-2019,146.81,202.05,38.96,1.13,6.67,21.48,351
Delhi,23-12-2019,171.47,240.19,39.83,1.28,7,23.8,321
Delhi,24-12-2019,262.69,401.03,56.72,1.76,8.7,28.17,376
Delhi,25-12-2019,166.71,258.28,39.77,1.2,6.96,21.13,384
Delhi,26-12-2019,196.97,299.85,45.08,1.17,6.99,25.73,340
Delhi,27-12-2019,240.07,371.45,54.6,1.39,7.88,27.55,372
Delhi,28-12-2019,275.6,426.12,55.98,1.96,10.26,27.92,425
Delhi,29-12-2019,326.79,500.15,57.76,1.86,10.25,35.11,455
Delhi,30-12-2019,333.43,486.35,55.61,2.24,11.15,26.44,506
Delhi,31-12-2019,245.53,338.18,47.5,1.8,11.03,28.07,417
Delhi,01-01-2020,372.14,483.87,64.18,3.15,18.49,39.58,492
Delhi,02-01-2020,327.04,439.31,64.8,3.32,19.95,36.5,485
Delhi,03-01-2020,228.9,337.04,55.65,2.8,14.93,27.82,426
Delhi,04-01-2020,220.6,327.22,57.67,2.2,12.85,29.94,366
Delhi,05-01-2020,170.21,257.94,48.25,1.23,9.59,30.21,354
Delhi,06-01-2020,159.64,247.47,51.19,1.27,11.34,21.99,335
Delhi,07-01-2020,120.31,176.22,44.9,1.18,12.74,22.82,285
Delhi,08-01-2020,117.98,145.85,38.64,1.13,8.67,17.63,281
Delhi,09-01-2020,89.26,132.06,32.3,0.89,7.28,22,231
Delhi,10-01-2020,130.82,203.54,45.12,1.3,9.44,27.25,255
Delhi,11-01-2020,151.1,245.62,53.28,1.54,11.65,30.98,309
Delhi,12-01-2020,207.23,325.36,59.91,2.26,12.35,32.47,352
Delhi,13-01-2020,218.98,329.77,55.04,2.11,11.59,27.98,381
Delhi,14-01-2020,115.62,163.67,38.08,1.16,9.24,21.62,314
Delhi,15-01-2020,111.57,179.08,47.45,1.17,10.68,26.19,241
Delhi,16-01-2020,139.06,197.9,44.21,1.11,10.44,18.63,286
Delhi,17-01-2020,107.65,152.98,36.19,1.14,9.69,18.97,287
Delhi,18-01-2020,125.3,198.24,43.78,1.32,9.65,19.93,262
Delhi,19-01-2020,125.04,187.93,34.18,0.96,8.69,25.86,290
Delhi,20-01-2020,142.18,225.67,38.21,1.39,9.65,24.64,282
Delhi,21-01-2020,222.81,348.45,48.18,1.93,12.24,27.6,359
Delhi,22-01-2020,198.88,296.98,44.3,1.9,10.95,24.63,378
Delhi,23-01-2020,74.45,137.61,35.26,0.79,8.71,27.73,273
Delhi,24-01-2020,79.83,151.81,44,0.99,10.73,30.53,155
Delhi,25-01-2020,136.72,240.57,56.31,1.48,12.36,26.8,251
Delhi,26-01-2020,201.2,309.09,50.94,2.09,12.81,32.7,349
Delhi,27-01-2020,209.97,330.91,67.09,2.19,14.72,26.6,365
Delhi,28-01-2020,104.45,149.12,42.01,1.26,11.12,23.29,302
Delhi,29-01-2020,77.95,134.17,42.24,1.24,9.85,23.96,218
Delhi,30-01-2020,91.56,168.43,45.04,1.08,10.06,24.23,195
Delhi,31-01-2020,92.04,170.33,47.35,1.1,9.9,24.36,203
Delhi,01-02-2020,112.13,201.19,44.25,1.26,10.02,29.22,244
Delhi,02-02-2020,120.86,200.9,45.28,1.2,10.32,29.69,254
Delhi,03-02-2020,138.5,243.43,53.71,1.51,11.4,33.94,297
Delhi,04-02-2020,188.42,340.56,64.8,2.21,15.26,41,336
Delhi,05-02-2020,150.08,255.41,53.35,1.3,13.31,32.03,344
Delhi,06-02-2020,118.57,205.43,51.82,1.18,12.08,33.75,277
Delhi,07-02-2020,150.15,253.82,58.46,1.51,14.21,34.75,307
Delhi,08-02-2020,149.67,238.17,47.55,1.16,14.39,35.72,315
Delhi,09-02-2020,151.43,247.62,50.75,1.29,14.64,36.29,310
Delhi,10-02-2020,174.4,292.44,56.48,1.61,14.83,31.92,328
Delhi,11-02-2020,176.57,306.12,60.12,1.89,14.37,37.22,347
Delhi,12-02-2020,172.12,295.05,55.96,1.29,16.24,37.86,343
Delhi,13-02-2020,95.72,179.78,41.59,0.95,16.49,36.8,279
Delhi,14-02-2020,73.84,172.28,34.6,0.82,13.53,43.62,186
Delhi,15-02-2020,83.07,174.78,44.57,0.91,17.59,42.21,174
Delhi,16-02-2020,132.63,237.81,57.15,1.38,19.61,40.01,254
Delhi,17-02-2020,158.69,282.84,61.17,1.61,18.85,38.6,323
Delhi,18-02-2020,125.53,238.91,59.91,1.39,23.01,42.7,292
Delhi,19-02-2020,138.46,286.39,59.9,2,20.13,44.29,300
Delhi,20-02-2020,98.84,223.69,44.05,0.99,14.91,55.32,253
Delhi,21-02-2020,53.11,85.49,33.27,0.83,10.45,39.58,170
Delhi,22-02-2020,63.62,123.44,41.23,1.2,13.38,32.03,104
Delhi,23-02-2020,105.71,182.2,42.24,1.26,14.3,35.15,221
Delhi,24-02-2020,70.59,145.05,44.2,1.02,15.94,33.36,169
Delhi,25-02-2020,127.75,224.02,46.76,1.22,18.24,35.32,244
Delhi,26-02-2020,141.81,258.62,50.67,1.54,17.61,38.64,303
Delhi,27-02-2020,107.28,203.77,46.15,1.23,14.7,36.36,270
Delhi,28-02-2020,83.48,161.36,33.92,0.97,11.55,41.53,214
Delhi,29-02-2020,60.01,115.82,33.98,0.83,12.05,37.35,144
Delhi,01-03-2020,42.83,91.88,40.73,0.97,12.19,39.84,105
Delhi,02-03-2020,99.34,203.51,50.23,1.58,15.81,36.64,192
Delhi,03-03-2020,86.26,188.73,46.6,1.22,15.48,32.39,226
Delhi,04-03-2020,82.9,193.79,45.62,1.1,16.22,41.77,200
Delhi,05-03-2020,31.43,67.5,32.97,0.81,11.32,36.98,112
Delhi,06-03-2020,21.32,38.5,33.71,0.87,10.42,33.52,82
Delhi,07-03-2020,40.96,85.45,35.53,0.82,11.84,35.47,77
Delhi,08-03-2020,72.1,140.22,37.14,1.11,12.61,34.59,156
Delhi,09-03-2020,58.04,133.75,32.29,0.75,13.33,34.54,138
Delhi,10-03-2020,84.35,160.91,30.22,0.84,17.21,47.66,186
Delhi,11-03-2020,55.19,112.57,29.76,0.76,13.82,42.36,128
Delhi,12-03-2020,56.92,155.18,36.74,0.94,13.68,34.27,125
Delhi,13-03-2020,68.72,209.02,40.53,0.87,15.42,37.42,170
Delhi,14-03-2020,39.41,85.26,34.59,0.76,11.59,29.17,131
Delhi,15-03-2020,60.99,124.24,41.09,0.9,13.92,37.25,124
Delhi,16-03-2020,61.61,144.37,41.52,0.89,14.8,38.38,148
Delhi,17-03-2020,69.7,160.15,43.5,1,15.06,40.59,164
Delhi,18-03-2020,68.93,162.56,45.86,1.07,14.93,41.73,162
Delhi,19-03-2020,90.62,195.15,45.67,1.14,17.66,43.16,191
Delhi,20-03-2020,90.31,200.79,51.26,1.24,19.71,48.23,209
Delhi,21-03-2020,82.39,184.81,46.04,1.18,18.55,43.19,205
Delhi,22-03-2020,78.61,134.46,29.85,0.92,16.63,47.67,198
Delhi,23-03-2020,54.26,100.55,25.96,0.78,15.17,46.48,127
Delhi,24-03-2020,55.85,103.62,27.07,0.81,15.81,38.23,124
Delhi,25-03-2020,37.87,68.03,21.11,0.68,11.49,32.11,92
Delhi,26-03-2020,45.69,75.81,16.58,0.58,12.82,30.59,93
Delhi,27-03-2020,26.89,45.48,15.32,0.53,11.04,27.38,76
Delhi,28-03-2020,21.23,34.15,17.52,0.54,10.28,25.06,51
Delhi,29-03-2020,27.59,55.75,16.6,0.52,10.39,35.75,64
Delhi,30-03-2020,35.08,64.66,17.52,0.58,12.47,40.26,74
Delhi,31-03-2020,35.31,67.01,18.03,0.56,12.33,40.96,81
Delhi,01-04-2020,32.88,65.84,19.17,0.62,13,35.06,80
Delhi,02-04-2020,28.51,61.06,17.18,0.6,10.84,39.47,78
Delhi,03-04-2020,31.36,62.69,20.07,0.61,11.99,46.82,84
Delhi,04-04-2020,40.79,77.64,22.38,0.68,12.59,41.26,90
Delhi,05-04-2020,51.79,96.88,24.42,0.81,16.03,44.55,103
Delhi,06-04-2020,59.91,114.88,24.37,0.81,15.59,44.16,134
Delhi,07-04-2020,33.12,94.02,19.27,0.6,13.46,42.65,100
Delhi,08-04-2020,29.7,79.04,18.56,0.56,12.85,45.8,91
Delhi,09-04-2020,36.13,76.32,21.37,0.66,14.2,48.34,89
Delhi,10-04-2020,57.67,112.93,27.12,0.81,16.32,40.36,111
Delhi,11-04-2020,53.03,118.1,23.64,0.83,18.38,49.51,126
Delhi,12-04-2020,38.57,92.7,17.59,0.67,15.7,50.15,102
Delhi,13-04-2020,60.6,136.77,23.4,0.83,19.86,41.07,119
Delhi,14-04-2020,58.22,144.7,25.71,0.93,17.38,40.74,134
Delhi,15-04-2020,58.31,190.98,24.55,0.93,14.89,38.22,152
Delhi,16-04-2020,69.8,191.17,25.01,0.94,19.42,41.87,172
Delhi,17-04-2020,26.93,89.58,15.83,0.64,14.08,53.53,123
Delhi,18-04-2020,29.09,102.53,15.45,0.68,12.63,49.14,102
Delhi,19-04-2020,35.49,73.86,19.72,0.71,13.17,40.53,95
Delhi,20-04-2020,52.86,113.25,24.56,1.02,15.06,32.67,115
Delhi,21-04-2020,37.17,87.27,19.64,0.82,15.36,48.56,102
Delhi,22-04-2020,58.25,130.99,24.79,0.86,17.34,46.94,122
Delhi,23-04-2020,54.71,127.82,24.83,0.91,17.39,43.99,129
Delhi,24-04-2020,65.91,138.46,25.62,0.99,18.62,47.98,143
Delhi,25-04-2020,33.09,85.83,18.68,0.75,12.76,54.53,121
Delhi,26-04-2020,40.24,117.1,17.45,0.77,16.21,47.16,119
Delhi,27-04-2020,27.18,53.02,14.8,0.76,15.59,53.43,98
Delhi,28-04-2020,41.75,80.36,17.35,0.86,17.6,58.96,105
Delhi,29-04-2020,55.18,114.91,20.11,0.91,19.08,58.57,123
Delhi,30-04-2020,49.96,115.63,17.61,0.84,17.42,59.55,128
Delhi,01-05-2020,61.04,143.11,18.46,0.89,17.52,56.81,140
Delhi,02-05-2020,34.67,107.36,14.36,0.76,13,60.45,127
Delhi,03-05-2020,32.56,83.02,15.14,0.68,11.94,49.04,110
Delhi,04-05-2020,26.63,60.59,16.95,0.72,11.92,50.56,92
Delhi,05-05-2020,56.24,115.91,21.36,0.87,16.4,52.12,117
Delhi,06-05-2020,58.44,169.61,21.88,0.89,15.78,53.95,139
Delhi,07-05-2020,36.02,88.35,17.97,0.73,13.6,73.11,140
Delhi,08-05-2020,51.09,120.82,21.66,0.83,13.82,74.28,138
Delhi,09-05-2020,54.18,126.9,17.65,0.85,13.33,76.32,142
Delhi,10-05-2020,44.3,110.39,16.46,0.74,12.02,63.71,127
Delhi,11-05-2020,43.26,93.49,19.53,0.76,12.66,64.6,113
Delhi,12-05-2020,43.19,94.4,18.49,0.75,13.84,64.1,122
Delhi,13-05-2020,68.8,159.2,21.34,0.9,15.41,52.2,132
Delhi,14-05-2020,56.17,126.53,25.12,0.89,12.92,50.22,154
Delhi,15-05-2020,47.44,101.93,23.45,0.84,13.71,53.08,125
Delhi,16-05-2020,81.87,151.8,26.17,0.99,16.19,63.12,175
Delhi,17-05-2020,98.63,187.24,31.96,1.06,20.19,59.79,202
Delhi,18-05-2020,101.02,192.68,34.76,1.12,22.11,53.55,222
Delhi,19-05-2020,106.63,208.65,42.67,1.31,20.41,57.05,238
Delhi,20-05-2020,67.8,155.41,32.8,1.03,18.96,62.34,196
Delhi,21-05-2020,55.92,163.77,31.36,1.09,18.99,62.56,149
Delhi,22-05-2020,94.37,213.47,45.36,1.31,26.05,55.45,199
Delhi,23-05-2020,74.92,209.49,42.43,1.16,17.05,41.87,202
Delhi,24-05-2020,55.37,179.3,27.35,0.87,17.11,53.31,174
Delhi,25-05-2020,61.46,162.41,30.92,0.94,21.3,54.74,157
Delhi,26-05-2020,55.38,190.11,37.79,1.1,16.82,38.73,153
Delhi,27-05-2020,43.22,161.76,26.95,0.83,14.49,66.77,156
Delhi,28-05-2020,39.07,229.55,17.1,0.8,11.68,55.92,174
Delhi,29-05-2020,24.62,66.66,19.02,0.77,9.95,47.48,129
Delhi,30-05-2020,23.09,53.19,18.51,0.84,9.95,50.29,84
Delhi,31-05-2020,21.51,40.43,17.05,0.84,9.06,42.29,80
Delhi,01-06-2020,41.05,80.47,22.99,0.96,14.02,50.57,100
Delhi,02-06-2020,45.9,98.32,24.78,0.92,12.71,50.06,123
Delhi,03-06-2020,50.62,114.01,28.02,0.9,15.91,52.16,123
Delhi,04-06-2020,68.24,143.79,34.11,1.09,17.97,39.14,144
Delhi,05-06-2020,42.43,87.05,25.87,0.87,12.46,44.83,126
Delhi,06-06-2020,35.14,80.49,21.25,0.82,10.69,51.46,102
Delhi,07-06-2020,39.99,91.17,22.65,0.86,11.89,45.4,104
Delhi,08-06-2020,46.9,103.27,25.81,0.94,15.78,51.77,112
Delhi,09-06-2020,64.77,148.67,32.01,1.01,15.06,49.14,138
Delhi,10-06-2020,58.9,156.29,34.31,1.03,14.12,40.8,154
Delhi,11-06-2020,54.69,134.36,30.94,0.91,12.74,40.63,142
Delhi,12-06-2020,64,152.7,30.05,1.06,12.9,43.37,152
Delhi,13-06-2020,52.36,129.33,25.46,0.95,10.59,34.95,132
Delhi,14-06-2020,71.08,150.28,26.01,1.04,13.57,38.86,147
Delhi,15-06-2020,48.69,120.23,25.95,0.88,12.57,48.39,130
Delhi,16-06-2020,39.87,107.99,24.58,0.88,12.08,51.4,126
Delhi,17-06-2020,34.35,92.58,16.94,0.78,10.84,48.72,110
Delhi,18-06-2020,36.84,100.62,18.32,0.82,12.19,47.98,107
Delhi,19-06-2020,57.6,205.56,17.78,0.86,11.98,40.95,132
Delhi,20-06-2020,35.96,108.73,20.37,0.8,10.98,36.24,158
Delhi,21-06-2020,39.7,95.63,23.7,0.85,11.71,33.92,105
Delhi,22-06-2020,39.47,77.48,20.61,0.91,11.08,42.76,104
Delhi,23-06-2020,29.02,64.12,16.39,0.88,11.09,28.64,85
Delhi,24-06-2020,30.91,62.61,16.84,0.89,11.02,24.77,71
Delhi,25-06-2020,38.37,77.76,21.41,1.02,11.28,25.92,86
Delhi,26-06-2020,50.01,112.08,22.06,1.01,11.66,24.82,104
Delhi,27-06-2020,39.8,155.94,21.46,0.87,10.38,18.88,112
Delhi,28-06-2020,59.52,308.65,21.6,0.94,10.7,18.05,196
Delhi,29-06-2020,44.86,184.12,21.57,0.88,11.58,26.61,233
Delhi,30-06-2020,39.8,91.98,17.96,0.84,10.51,37.29,114
Delhi,01-07-2020,54.01,128.66,21.05,0.97,11.15,29.73,101
Delhi,02-07-2020,43,90,17,0.74,11,22,83
Delhi,03-07-2020,37,54,14.37,0.66,10.2,25,96
Delhi,04-07-2020,40,34,15,0.8,9,20,78
Delhi,05-07-2020,23,30,13,0.7,11.15,15,54
Delhi,06-07-2020,27,34,11,0.75,10,17,60
Delhi,07-07-2020,13,16,5,0.6,8,15,30
Delhi,08-08-2020,47,53,9,0.5,9,58,64
